"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison"
"GO:0003735","GO:0003735","structural constituent of ribosome",154,-0.449816705399611,-1.68291975019415,0.000101910210822876,0.00981117393285687,0.0085429037972095,6162,"tags=68%, list=41%, signal=41%","Mrps34/Rpl36al/Rps9/Mrps2/Mrpl13/Mrpl37/Mrps35/Mrpl39/Rpl10/Rps21/Rps11/Rplp0/Rps10/Rps20/Rpl35a/Rpl34/Mrpl22/Rps4x/Rpl28/Rsl24d1/Rpl22l1/Rps7/Rplp1/Rps14/Mrpl52/Rpl39/Rpl23/Mrpl2/Rps15/Rpl35/Rps24/Rps23/Rps13/Mrpl35/Rps25/Rpl41/Mrps15/Mrps10/Rpl3/Rpl12/Mrpl17/Rpl36/Rpl22/Rpl32/Rps17/Rpl37/Rps18/Rpl23a/Rps12/Rpl27a/Rps27l/Mrpl21/Rpl13/Mrpl11/Mrpl12/Rpl26/Rpl21/Rps16/Dap3/Rpl19/Rpl30/Mrpl9/Rpl17/Rpl7a/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Mrps31/Rpl27/Rpl7/Rpl31/Rpl38/Rps26/Rpl15/Rpl11/Rps2/Mrps5/Mrps22/Rpl36a/Mrps30/Rps8/Rpl10a/Rps3a1/Mrps6/Rpl14/Rps15a/Rpl5/Rps27a/Rpsa/Rpl4/Rps3/Rpl8/Rpl13a/Mrpl30/Rps6/Rpl18/Mrpl15/Rpl9/Rpl24/Mrps18b/Rps27rt","cGASKOvsWT"
"GO:0003779","GO:0003779","actin binding",368,-0.368507237045804,-1.49860142330466,0.000154023951525941,0.0135926137221643,0.0118355246962039,2622,"tags=29%, list=17%, signal=24%","Myo6/Kif18a/Pfn2/Dixdc1/Vash2/Myo10/Myh9/Rai14/Tmem201/Vcl/Flna/Map1b/Mprip/Flnc/Utrn/Anln/Spef1l/Fscn1/Pls3/Inf2/Wasl/Hook1/Tpm4/Cobll1/Dstn/Mtss2/Fmn2/Ptk2/Actn4/Mical3/Dst/Cnn2/Synpo2l/Snta1/Sptbn4/Cfl2/Tnnt2/Spta1/Palld/Shroom4/Avil/Myo1d/Fhdc1/Hip1r/Cald1/Enah/Myh10/Vash1/Myo19/Ajuba/Tpm2/Flnb/Actn1/Tulp1/Nos3/Mylk/Tns1/Pawr/Ablim2/Fermt2/Ablim3/Kbtbd13/Ezr/Nexn/Eps8l2/Neb/Shroom3/Ctnnal1/Syne2/Tpm1/Tmod4/Smtn/Myom1/Sptbn2/Lmod1/Pdlim7/Aif1l/Ldb3/Espn/Cacnb2/Dmd/Shroom1/Pdlim1/Baiap2l1/Tagln/Mical2/Vil1/Tnnt3/Myom2/Sntg1/Cnn1/Map2/Fhod3/Vinac1/Akap5/Trpc6/Myo5b/Myh11/Myo7b/Shroom2/Cobl/Zfp185/Tnni1/Adcy8/Coro6/Nebl","cGASKOvsWT"
"GO:0016229","GO:0016229","steroid dehydrogenase activity",23,0.680410712948559,2.01214954525734,0.000225539895202981,0.017060482072854,0.0148551088870535,3312,"tags=65%, list=22%, signal=51%","Akr1c12/Hsd17b14/Nsdhl/Hsd17b7/Akr1c18/Sdr42e1/Akr1c13/Hsd3b7/Hsd17b11/Hsd17b4/Srd5a3/Hsd17b12/Hsd17b8/Dhrs9/Rdh5","cGASKOvsWT"
"GO:0045296","GO:0045296","cadherin binding",50,-0.595077763273693,-1.88736008289418,0.000214641682006195,0.017060482072854,0.0148551088870535,1550,"tags=34%, list=10%, signal=31%","Neo1/Cd46/Cdh22/Nos3/Trpc4/Ctnnal1/Cdh3/Ptprb/Cdh23/Pkp2/Cdh1/Akap5/Pkp3/Cdh24/Cdh5/Cdh6/Cdh10","cGASKOvsWT"
"GO:0042626","GO:0042626","ATPase-coupled transmembrane transporter activity",75,0.470033784842804,1.80943178529335,0.000325933530752847,0.0210353842837155,0.0183161837210226,2957,"tags=44%, list=19%, signal=36%","Abca9/Atp1a2/Abcg3/Atp13a2/Abca1/Abca4/Abcc3/Atp2a3/Abcb8/Abcd2/Atp6v0c/Atp6v0d1/Atp6v1a/Abcd1/Atp6v1g1/Abcb4/Atp1a3/Abca3/Abcb7/Abcb1a/Abca7/Atp6v1e1/Atp6v1f/Atp6v0b/Abca8a/Atp2b1/Atp6v1d/Abcd3/Atp6v1c1/Abca2/Atp6v0e/Ralbp1/Atp2a1","cGASKOvsWT"
"GO:0005267","GO:0005267","potassium channel activity",57,-0.548838051127177,-1.77494562554779,0.000318205961505388,0.0210353842837155,0.0183161837210226,1537,"tags=35%, list=10%, signal=32%","Kcnq5/Fxyd4/Kcnk7/Kcnk2/Kcnd3/Kcnq4/Abcc9/Kcnk4/Kcnf1/Kcns3/Kcnh2/Kcna6/Kcnj8/Kcnab3/Kcnab1/Hcn4/Kcnk5/Kcnip1/Hcn1/Kcnmb1","cGASKOvsWT"
"GO:0005096","GO:0005096","GTPase activator activity",220,0.330643136569357,1.47658480457438,0.000337678501249446,0.0210353842837155,0.0183161837210226,2221,"tags=28%, list=15%, signal=24%","Tbc1d4/Tbc1d30/Rgs18/Arhgap15/Dock2/Iqgap2/Arhgap30/Arhgap9/Rinl/Arhgap19/Nckap1l/Arhgap45/Tbc1d14/Arhgap25/Stard8/Tagap/Rgs2/Arhgap18/Rgs4/Rgs14/Rin3/Tbc1d9/Arhgap6/Rgs8/Arrb1/Adap2/Ophn1/Rasal3/Rgs5/Arap1/Arhgap22/Adap1/Stxbp5/Tbc1d2b/Rin2/Arap3/Rp2/Tbc1d5/Tbc1d22a/Depdc1b/Jun/Arhgap24/Als2cl/Abr/Rasa3/Tbc1d9b/Arhgap20/Agfg2/Dock4/Nrp1/Flcn/Tbc1d24/Rasa4/Tbc1d13/Iqgap3/Grtp1/Tbck/Gmip/Agap2/Arhgdib/Arhgap31/Sipa1","cGASKOvsWT"
"GO:0033612","GO:0033612","receptor serine/threonine kinase binding",24,-0.686639647559796,-1.87783847879901,0.00045977077513533,0.0270498472704619,0.0235531695332485,2701,"tags=62%, list=18%, signal=51%","Bmp6/Mdm2/Bmp8b/Bmp8a/Src/Cav1/Neo1/Scube3/Inhba/Gpr17/Gdf15/Smad6/Bmp4/Cdh5/Bmp5","cGASKOvsWT"
"GO:0016620","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",42,0.54360677921452,1.83361542676789,0.000556003514289547,0.0299499766646789,0.0260784052067578,2743,"tags=45%, list=18%, signal=37%","Aldh1a7/Aldh1l1/Akr1c12/Cyp27a1/Aldh3b3/Akr1c18/Aldh3b1/Aldh1a3/Akr1c13/Aldh2/Akr1b10/Rdh11/Aldh16a1/Aldh4a1/Aldh9a1/Dhrs4/Aldh1b1/Hsd17b12/Ogdh","cGASKOvsWT"
"GO:0045309","GO:0045309","protein phosphorylated amino acid binding",56,0.508535121553049,1.82446204345986,0.000565627510192236,0.0299499766646789,0.0260784052067578,1989,"tags=34%, list=13%, signal=30%","Fgr/Plcg2/Ptpn6/Hck/Acp2/Syk/Socs3/Vav1/Sh2d1b1/Arrb1/Grb2/Stap1/Sh3bp2/Sirpa/Pik3r1/Samsn1/Cblb/Sh2d3c/Shd","cGASKOvsWT"
"GO:0001784","GO:0001784","phosphotyrosine residue binding",43,0.545602657493547,1.85060678907479,0.000658362615622219,0.0309683514982232,0.0269651368345943,1989,"tags=40%, list=13%, signal=34%","Fgr/Plcg2/Ptpn6/Hck/Acp2/Syk/Socs3/Vav1/Sh2d1b1/Grb2/Stap1/Sh3bp2/Pik3r1/Samsn1/Cblb/Sh2d3c/Shd","cGASKOvsWT"
"GO:0016627","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors",55,0.508731432266798,1.81953965812186,0.00065696999033801,0.0309683514982232,0.0269651368345943,4145,"tags=53%, list=27%, signal=38%","Dhcr7/Akr1c12/Tm7sf2/Dhcr24/Akr1c18/Ptgr1/Akr1c13/Blvra/Acox3/Dhdh/Crat/Acaa1b/Acadsb/Srd5a3/Acad10/Fasn/Tecr/Ptgr2/Ivd/Sdhb/Sdhc/Acaa1a/Decr2/Acox1/Acadm/Gcdh/Dhodh/Akr1b1/Acadl","cGASKOvsWT"
"GO:0008013","GO:0008013","beta-catenin binding",84,-0.496260710502643,-1.71936686557441,0.000672589314881147,0.0309683514982232,0.0269651368345943,1539,"tags=23%, list=10%, signal=20%","Dvl1/Kank1/Gja1/Nos3/Trpc4/Ptprk/Tcf7/Smad7/Met/Cdh1/Cxadr/Vinac1/Amer2/Cdh24/Ptpru/Shroom2/Cdh5/Sox17/Lef1","cGASKOvsWT"
"GO:0033764","GO:0033764","steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",21,0.677688291193915,1.95690646295965,0.000750403078588751,0.0322043636318663,0.0280413722394661,3312,"tags=67%, list=22%, signal=52%","Akr1c12/Hsd17b14/Nsdhl/Hsd17b7/Akr1c18/Sdr42e1/Akr1c13/Hsd3b7/Hsd17b11/Hsd17b4/Hsd17b12/Hsd17b8/Dhrs9/Rdh5","cGASKOvsWT"
"GO:0016903","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors",51,0.525538986217407,1.83382987949828,0.000760254098958128,0.0322043636318663,0.0280413722394661,2520,"tags=39%, list=17%, signal=33%","Aldh1a7/Aldh1l1/Akr1c12/Fmo5/Cyp27a1/Aox3/Aldh3b3/Akr1c18/Aldh3b1/Aldh1a3/Akr1c13/Aldh2/Akr1b10/Rdh11/Aldh16a1/Aldh4a1/Aldh9a1/Dhrs4/Aldh1b1/Hsd17b12","cGASKOvsWT"
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors",105,0.401042897705421,1.62186580442979,0.000803624118001499,0.0327322284985995,0.0285010011080694,3364,"tags=39%, list=22%, signal=31%","Cbr2/Akr1c12/Hsd17b14/Nsdhl/Adh1/Cryl1/Hsd17b7/Hmgcr/Akr1c18/Sdr42e1/Idh1/Cyp4f18/Ptgr1/Akr1c13/Adhfe1/Dcxr/Ehhadh/Dhrs1/Chdh/Hsd3b7/Hsd17b11/Dhdh/Akr1a1/Akr1b10/Rdh11/Kcnab2/Hsd17b4/Gpd1l/Cbr4/Dhrs4/Fasn/Hsd17b12/Ptgr2/Prxl2b/D2hgdh/Hsd17b8/Dhrs9/Dhrs7/Akr1e1/Rdh5/Cbr1","cGASKOvsWT"
"GO:0035612","GO:0035612","AP-2 adaptor complex binding",11,0.780650087984237,1.92647649782771,0.000961694704950442,0.0377198034275007,0.0328438425550326,1457,"tags=64%, list=10%, signal=58%","Dab2/Arrb1/Gabrb3/Bmp2k/Fcho1/Tbc1d5/Lmbrd1","cGASKOvsWT"
"GO:0016628","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",26,0.624730063508715,1.88922212340088,0.00109350620306899,0.0413579667517879,0.0360117080409187,2771,"tags=54%, list=18%, signal=44%","Dhcr7/Akr1c12/Tm7sf2/Dhcr24/Akr1c18/Ptgr1/Akr1c13/Blvra/Dhdh/Acadsb/Srd5a3/Fasn/Tecr/Ptgr2","cGASKOvsWT"
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",98,0.399634032205277,1.59418260667062,0.0011443195175449,0.041787392037243,0.0363856224090501,2520,"tags=31%, list=17%, signal=26%","Cbr2/Akr1c12/Hsd17b14/Nsdhl/Adh1/Cryl1/Hsd17b7/Hmgcr/Akr1c18/Sdr42e1/Idh1/Ptgr1/Akr1c13/Adhfe1/Dcxr/Ehhadh/Dhrs1/Hsd3b7/Hsd17b11/Dhdh/Akr1a1/Akr1b10/Rdh11/Kcnab2/Hsd17b4/Gpd1l/Cbr4/Dhrs4/Fasn/Hsd17b12","cGASKOvsWT"
"GO:0005164","GO:0005164","tumor necrosis factor receptor binding",27,0.596205321072085,1.8349875499802,0.00123669482426878,0.0436553272966881,0.0380120935459458,2906,"tags=48%, list=19%, signal=39%","Tnfsf14/Tnfsf10/Traf1/Tnfsf13/Tnfsf12/Fadd/Stat1/Babam2/Tnfsf18/Tnf/Casp8/Erap1/Tradd","cGASKOvsWT"
"GO:0043394","GO:0043394","proteoglycan binding",37,0.546517601913075,1.79035303697206,0.00143994579463394,0.0437347728422689,0.0380812693303788,2059,"tags=43%, list=14%, signal=37%","Ptn/Apoe/Slit1/Lipc/Comp/Ptprc/Hpse/Fcna/Itgam/Sdcbp/Ctsb/Ctss/Atp1a3/Cfhr4/Cfh/Slit2","cGASKOvsWT"
"GO:0004896","GO:0004896","cytokine receptor activity",72,0.447249037376003,1.68880073912633,0.001445436307346,0.0437347728422689,0.0380812693303788,3087,"tags=53%, list=20%, signal=42%","Csf3r/Cxcr3/Cd4/Cxcr4/Gfra2/Il1r2/Ebi3/Ccr1/Il21r/Il2rg/Il10ra/Ifngr1/Il10rb/Il6ra/Csf2rb/Csf2ra/Ccr5/Csf2rb2/Gfra4/Crlf2/Ccr2/Il11ra1/Il17ra/Il6st/Il12rb2/Lifr/Ccr10/Il27ra/Il1rl2/Il1r1/Ifnar1/Gpr35/Il12rb1/Ccrl2/Cxcr5/Il11ra2/Ifngr2/Il3ra","cGASKOvsWT"
"GO:0051219","GO:0051219","phosphoprotein binding",96,0.399088613352025,1.58417396501831,0.00137002892720535,0.0437347728422689,0.0380812693303788,1989,"tags=25%, list=13%, signal=22%","Nos1/Fgr/Plcg2/Ptpn6/Hck/Acp2/Syk/Lyn/Socs3/Vav1/Sh2d1b1/Arrb1/Grb2/Ubash3b/Stap1/Sh3bp2/Sirpa/Pik3r1/Samsn1/Cblb/Pitx2/Sh2d3c/Igf2r/Shd","cGASKOvsWT"
"GO:0030695","GO:0030695","GTPase regulator activity",397,0.28345757689317,1.34695320781165,0.00142928779443509,0.0437347728422689,0.0380812693303788,2306,"tags=26%, list=15%, signal=23%","Tbc1d4/Tbc1d30/Rab3il1/Rgs18/Rasgef1c/Arhgap15/Dock2/Fgd2/Iqgap2/Rasgef1a/Arhgap30/Arhgap9/Vav3/Rinl/Dennd1c/Arhgap19/Rasgrp4/Nckap1l/Arhgap45/Ralgds/Tbc1d14/Cyth4/Arhgap25/Stard8/Tagap/Rapgef5/Rgs2/Arhgap18/Itsn1/Gpsm3/Madd/Rgs4/Psd3/Arhgef3/Rasgef1b/Rgs14/Vav1/Fgd4/Prex1/Rin3/Tbc1d9/Elmo1/Arhgap6/Rgs8/Arrb1/Adap2/Ophn1/Dennd4b/Wdr41/Rasal3/Rgs5/Arfgef3/Arap1/Arhgap22/Dennd1a/Dock10/Adap1/Stxbp5/Psd4/Tbc1d2b/Rin2/Arap3/Rp2/Arhgef6/Tbc1d5/Sirpa/Dock8/Tbc1d22a/Psd/Depdc1b/Jun/Arhgap24/Als2cl/Dennd1b/Rgl1/Abr/Rasa3/Tbc1d9b/Arhgap20/Sh2d3c/Agfg2/Dock4/Nrp1/Flcn/Tbc1d24/Rasa4/Tbc1d13/Fgd6/Dock11/Slit2/Lamtor4/Iqgap3/Lamtor1/Grtp1/Tbck/Gmip/Agap2/Arhgdib/Arhgap31/Sipa1/Dennd6a/Srgap2/Lamtor2","cGASKOvsWT"
"GO:0060589","GO:0060589","nucleoside-triphosphatase regulator activity",397,0.28345757689317,1.34695320781165,0.00142928779443509,0.0437347728422689,0.0380812693303788,2306,"tags=26%, list=15%, signal=23%","Tbc1d4/Tbc1d30/Rab3il1/Rgs18/Rasgef1c/Arhgap15/Dock2/Fgd2/Iqgap2/Rasgef1a/Arhgap30/Arhgap9/Vav3/Rinl/Dennd1c/Arhgap19/Rasgrp4/Nckap1l/Arhgap45/Ralgds/Tbc1d14/Cyth4/Arhgap25/Stard8/Tagap/Rapgef5/Rgs2/Arhgap18/Itsn1/Gpsm3/Madd/Rgs4/Psd3/Arhgef3/Rasgef1b/Rgs14/Vav1/Fgd4/Prex1/Rin3/Tbc1d9/Elmo1/Arhgap6/Rgs8/Arrb1/Adap2/Ophn1/Dennd4b/Wdr41/Rasal3/Rgs5/Arfgef3/Arap1/Arhgap22/Dennd1a/Dock10/Adap1/Stxbp5/Psd4/Tbc1d2b/Rin2/Arap3/Rp2/Arhgef6/Tbc1d5/Sirpa/Dock8/Tbc1d22a/Psd/Depdc1b/Jun/Arhgap24/Als2cl/Dennd1b/Rgl1/Abr/Rasa3/Tbc1d9b/Arhgap20/Sh2d3c/Agfg2/Dock4/Nrp1/Flcn/Tbc1d24/Rasa4/Tbc1d13/Fgd6/Dock11/Slit2/Lamtor4/Iqgap3/Lamtor1/Grtp1/Tbck/Gmip/Agap2/Arhgdib/Arhgap31/Sipa1/Dennd6a/Srgap2/Lamtor2","cGASKOvsWT"
"GO:0070696","GO:0070696","transmembrane receptor protein serine/threonine kinase binding",19,-0.701253117677377,-1.80874301367383,0.00167097699963149,0.0491545734058263,0.0428004634993329,2701,"tags=63%, list=18%, signal=52%","Bmp6/Bmp8b/Bmp8a/Src/Neo1/Scube3/Inhba/Gdf15/Smad6/Bmp4/Cdh5/Bmp5","cGASKOvsWT"
"GO:0004030","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity",16,0.701197315912383,1.89589468918224,0.00182200062644963,0.0510496399434635,0.0444505587102769,2458,"tags=62%, list=16%, signal=52%","Aldh1a7/Aldh1l1/Aldh3b3/Aldh3b1/Aldh1a3/Aldh2/Rdh11/Aldh4a1/Aldh9a1/Aldh1b1","cGASKOvsWT"
"GO:0140678","GO:0140678","molecular function inhibitor activity",54,-0.532580743898537,-1.71582994599738,0.00183180955415639,0.0510496399434635,0.0444505587102769,1965,"tags=26%, list=13%, signal=23%","Pcsk9/Itpr1/Cav1/Pln/Id3/Kcnk2/Lyar/Ddit3/Smad7/Smad6/Stx1a/Id1/Lef1/Wnk2","cGASKOvsWT"
"GO:0019865","GO:0019865","immunoglobulin binding",15,0.711011483382695,1.89709380356575,0.00230334602215883,0.0528913477801264,0.0460541927890172,1130,"tags=67%, list=7%, signal=62%","Pira2/Cd4/Pirb/Fcgr2b/Vwf/Fcgr3/Lgals3/Fcgr1/Fcgr4/Fcer1g","cGASKOvsWT"
"GO:0017110","GO:0017110","nucleoside-diphosphatase activity",14,0.714560320349092,1.86649314840733,0.0023741304415568,0.0528913477801264,0.0460541927890172,84,"tags=14%, list=1%, signal=14%","Entpd3/Entpd1","cGASKOvsWT"
"GO:0015929","GO:0015929","hexosaminidase activity",14,0.714540584498752,1.86644159666511,0.0023741304415568,0.0528913477801264,0.0460541927890172,3313,"tags=64%, list=22%, signal=50%","Naglu/Nagpa/Hyal1/Hexa/Gm2a/Cemip2/Hexb/Naga/Hyal2","cGASKOvsWT"
"GO:0016877","GO:0016877","ligase activity, forming carbon-sulfur bonds",31,0.568302980661185,1.8130006655407,0.00244728615790953,0.0528913477801264,0.0460541927890172,2308,"tags=35%, list=15%, signal=30%","Acss1/Acss3/Acsbg3/Acsl3/Aacs/Acss2/Uba7/Slc27a1/Slc27a6/Atg7/Slc27a3","cGASKOvsWT"
"GO:0001530","GO:0001530","lipopolysaccharide binding",20,0.625434630638521,1.80785137284923,0.00239216549504514,0.0528913477801264,0.0460541927890172,2626,"tags=45%, list=17%, signal=37%","Lbp/Ptafr/Tlr2/P2rx7/Tlr4/Cd14/Ninj1/Scarb1/Trem2","cGASKOvsWT"
