"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison"
"GO:0097060","GO:0097060","synaptic membrane",266,-0.440207047456933,-1.74319066332876,1.81679348304048e-06,0.000118091576397631,9.90978263476624e-05,2420,"tags=32%, list=16%, signal=27%","Grin2d/Ptprd/Itga8/Sorcs2/Rims3/Septin3/Eno2/Gper1/Syde1/Cacng8/Lhfpl4/Lzts1/Gria3/Itgb3/Lrrc4/Src/Dlg4/Efnb3/Stx19/Adora2a/Pde2a/Itpr1/Clstn2/Neto1/Chrnb1/Snta1/Tmem240/Efnb2/Nbea/Grin3a/Gabbr1/Grip2/Hip1r/Slc4a8/F2r/Clstn3/Abhd6/Kcnd3/Fxyd6/Erc2/Nectin1/Cspg5/Acp4/Fosl1/Unc13c/Cryab/Lrrtm2/Prr7/Ache/Chrm4/Lpar2/Dlgap1/Gabrq/Dmd/Shisa6/Nlgn1/Met/Hspb1/Nt5e/Igsf9b/Stx1a/Pcdh17/Ntrk2/Lin7b/Nrxn2/Akap5/Nrg2/Gabrb1/Itga3/Gabra4/Grin2c/Snph/Htr1b/Olfm2/Adcy8/Ptprz1/Musk/Rgs9/Syt7/Ddn/Snap91/Sema4f/Adora1/Rims2","cGASKOvsWT"
"GO:0022626","GO:0022626","cytosolic ribosome",97,-0.559641097647362,-1.99255612231521,2.81004302453706e-06,0.000167431730212,0.000140502151226853,5836,"tags=81%, list=38%, signal=50%","Eif2d/Rpl10/Rps21/Rps11/Rplp0/Rps10/Rps20/Rpl35a/Rpl34/Rps4x/Rpl28/Rps7/Rplp1/Rps14/Rpl39/Rpl23/Rps15/Dhx29/Rpl35/Rps24/Rps23/Rps13/Rps25/Rpl41/Rpl3/Rpl12/Rpl36/Rpl22/Rpl32/Rps17/Rpl37/Eif2ak4/Rps18/Rpl23a/Rps12/Rpl27a/Rps27l/Rpl13/Rpl26/Rpl21/Rps16/Rpl19/Rpl30/Rpl17/Rpl7a/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Rpl27/Rpl7/Rpl31/Rpl38/Rps26/Rpl15/Rpl11/Rps2/Rpl36a/Rps8/Rpl10a/Rps3a1/Rpl14/Rps15a/Rpl5/Rps27a/Rpsa/Rpl4/Rps3/Rpl8/Rpl13a/Rps6/Rpl18/Rpl9/Rpl24/Rps27rt/Mcts2/Rpl39l","cGASKOvsWT"
"GO:0005774","GO:0005774","vacuolar membrane",211,0.387684315173552,1.70389946849195,6.72344246748232e-06,0.000369789335711528,0.000310312729268415,3488,"tags=46%, list=23%, signal=36%","Slc46a3/Mcoln3/Tm4sf5/Atp13a2/Trpm2/Marchf1/Slc2a6/Slc26a11/Grn/Tecpr1/Atp6v0a1/Cd68/Cln3/Tasl/Ifitm2/Rubcnl/Laptm5/Slc29a3/Atp6v0c/Npc1/Ctns/Slc38a9/Clcn7/Pld3/Psen2/Rnf13/Gpr137b/Tm6sf1/Wdr81/Slc66a1/Atp6v0d1/Atp6v1a/Lmbrd1/Tmem79/Abcd1/Slc17a5/Ctsd/Litaf/Atp6v1g1/Tfeb/Wdfy3/Myo7a/Ccdc115/Slc35f6/Slc15a3/Atp6v1b2/H2-T23/Atp6ap2/Vac14/Flcn/Rab7/Lamp1/Sppl2a/Lamtor4/Lamtor1/H2-M3/Atp6v1e1/Ifitm3/Chmp1b/Treml4/Lamtor2/Cln5/Atp6v1f/Gba1/Vamp8/Atp6v0b/Slc39a14/Lamp2/Vps39/Tmem9b/Plekhm2/Pip4p1/Atp6v0d2/Atp6v1c1/Tpcn2/Hgsnat/Abca2/H2-D1/Tpcn1/Stx7/Lamtor3/Map1lc3b/Ncstn/Tmem192/Sbf2/Ostm1/Ifitm1/Tmem175/Hps6/Fnip1/Arl8b/Wdr59/Tcirg1/Gabarap/Mcoln1/H2-Q1/Vps41","cGASKOvsWT"
"GO:0016327","GO:0016327","apicolateral plasma membrane",19,-0.793745390566505,-2.03993908391134,1.09347561244033e-05,0.000469269354458448,0.000393792465279816,668,"tags=53%, list=4%, signal=50%","Mtcl1/Krt19/Crb2/Fzd6/Thbd/Ocln/Cxadr/Krt8/Cldn3/Cldn5","cGASKOvsWT"
"GO:0001725","GO:0001725","stress fiber",81,-0.570095416401521,-1.95498670310558,1.05863596373151e-05,0.000469269354458448,0.000393792465279816,2906,"tags=43%, list=19%, signal=35%","Dlc1/Synpo/Pdlim5/Myl12a/Myh9/Vcl/Amot/Mprip/Fscn1/Prkcz/Lpp/Tpm4/Ptk2/Actn4/Dst/Cnn2/Palld/Shroom4/Enah/Myh10/Flnb/Actn1/Mylk/Fermt2/Ablim3/Myl9/Acta2/Tpm1/Pdlim7/Ldb3/Sorbs1/Pdlim1/Myh11/Acta1/Nebl","cGASKOvsWT"
"GO:0097517","GO:0097517","contractile actin filament bundle",81,-0.570095416401521,-1.95498670310558,1.05863596373151e-05,0.000469269354458448,0.000393792465279816,2906,"tags=43%, list=19%, signal=35%","Dlc1/Synpo/Pdlim5/Myl12a/Myh9/Vcl/Amot/Mprip/Fscn1/Prkcz/Lpp/Tpm4/Ptk2/Actn4/Dst/Cnn2/Palld/Shroom4/Enah/Myh10/Flnb/Actn1/Mylk/Fermt2/Ablim3/Myl9/Acta2/Tpm1/Pdlim7/Ldb3/Sorbs1/Pdlim1/Myh11/Acta1/Nebl","cGASKOvsWT"
"GO:0045335","GO:0045335","phagocytic vesicle",102,0.482832258670669,1.94320692927012,1.11574531829281e-05,0.000469269354458448,0.000393792465279816,4175,"tags=61%, list=27%, signal=44%","Tlr9/Pld4/Abca1/Tlr1/Tlr7/Mpeg1/Unc93b1/Was/Nod2/Syk/Fmnl1/Rab7b/Appl2/Cybb/Coro1a/Rab8b/Rab31/Rab32/Rab11fip5/Myo18a/Adam8/Kif16b/Ctss/H2-T23/Evl/Slc11a1/Rab7/Lamp1/Capg/Srgap2/Syt11/Anxa11/Vamp8/Pikfyve/Lamp2/Cdc42ep2/Pip4p1/Gsn/Rab43/Vamp3/Pik3c3/Cdc42/H2-D1/Irgm1/Rab14/Rab39/Snx3/Stxbp2/Stxbp3/Tcirg1/H2-K1/Rab8a/Stx4a/Tapbp/Uvrag/Rap1a/Rab11a/Rab20/Rab11b/Nod1/Clec4e/Stx12","cGASKOvsWT"
"GO:0042641","GO:0042641","actomyosin",90,-0.549656965011024,-1.92871359620994,2.04582802733274e-05,0.000812648355301615,0.000681942675777579,2906,"tags=41%, list=19%, signal=33%","Dlc1/Synpo/Pdlim5/Myl12a/Myh9/Vcl/Amot/Mprip/Fscn1/Prkcz/Lpp/Tpm4/Ptk2/Actn4/Dst/Cnn2/Palld/Shroom4/Enah/Myh10/Flnb/Actn1/Cdc42bpa/Mylk/Fermt2/Ablim3/Myl9/Acta2/Tpm1/Pdlim7/Ldb3/Sorbs1/Pdlim1/Stx1a/Myh11/Acta1/Nebl","cGASKOvsWT"
"GO:0016342","GO:0016342","catenin complex",19,-0.781255965158567,-2.00784104929213,2.51443313228663e-05,0.00094622088925523,0.000794031515458935,1159,"tags=47%, list=8%, signal=44%","Cdh22/Cdh3/Cdh23/Cdh1/Vinac1/Cdh24/Cdh5/Cdh6/Cdh10","cGASKOvsWT"
"GO:0005882","GO:0005882","intermediate filament",52,-0.616637976667117,-1.94672552425972,2.85789337928371e-05,0.00102169688309393,0.000857368013785114,2252,"tags=37%, list=15%, signal=31%","Gper1/Sync/Adora2a/Dst/Krt10/Gja1/Gfap/Synm/Nes/Krt19/Tchp/Dmd/Des/Pkp2/Krt7/Krt18/Krt8/Krt23/Krt20","cGASKOvsWT"
"GO:0034705","GO:0034705","potassium channel complex",47,-0.63249898139114,-1.95526365243303,3.0940444338466e-05,0.00105344846200015,0.000884012695384743,1538,"tags=38%, list=10%, signal=35%","Slc5a3/Kcnq5/Kcnk2/Kcnd3/Kcnq4/Abcc9/Kcnk4/Kcnf1/Kcns3/Kcnh2/Kcna6/Kcnj8/Kcnab3/Kcnab1/Hcn4/Kcnip1/Hcn1/Kcnmb1","cGASKOvsWT"
"GO:0030312","GO:0030312","external encapsulating structure",389,-0.380659106133052,-1.55044979723801,3.78649293564168e-05,0.00123061020408355,0.00103267989153864,2917,"tags=40%, list=19%, signal=33%","Vasn/Podnl1/Lgalsl/Mmp14/Nphs1/Lamb1/Mfge8/Muc1/Loxl2/Col8a1/Dlg1/Zan/Col1a2/Spock2/Plxdc2/Cpz/Plod3/Sparcl1/Spon1/Ccdc80/Igfbp7/Adamts6/Col23a1/Phospho1/Thbs2/Lman1/Adamts4/Agrn/Angptl6/Chadl/Adamts14/Fcgbpl1/Col1a1/Tsku/Hapln4/Plscr2/Adamts10/Col4a6/Bmper/Hmcn2/Il1rl1/Papln/Lrig1/Kazald1/Lingo3/Angptl7/P3h1/Col5a2/Col4a2/Mmp9/Col24a1/Sparc/Pxdn/Serpinh1/Angpt4/Col12a1/Col27a1/Col17a1/Postn/Itih2/Angptl3/Igf2/Fgfr2/Pcsk6/Pcolce2/Serpine2/Gpc4/Muc2/Wnt5b/Gpc1/Lama5/Vwa1/Gpc2/Vegfa/S100a3/Col6a6/Adam19/Col4a1/Tnc/Wnt2/Ltbp2/Eln/Angptl2/Timp3/Ccn1/Cspg4/Htra1/Tinagl1/Adamts12/Lrrc15/Mmp13/Angpt2/Lgals4/Loxl3/Col2a1/Efna5/Kng2/Wnt4/Thsd4/Rtbdn/Lrrc32/Ccn4/Fbln7/Itgb4/Col4a3/Egflam/Tnfrsf11b/Lrrn2/Megf6/Mmp17/Ache/Egfl7/Cthrc1/Npnt/Crispld2/Lamb3/Hmcn1/Muc6/Col10a1/Col11a2/Fibcd1/Gpc3/Mmrn1/Ccn2/Tgfb3/Col7a1/Tgfb2/Fras1/Emid1/Ntn1/Matn3/Smoc1/Mmp10/Col11a1/Col9a3/Mmp25/Serpine1/Bcan/Col4a4/Mmrn2/Col20a1/Clec14a/Lamc3/Ntn4/Frem2/Col8a2/Coch/Thbs4/Ptprz1/Acan/Wnt11/Sftpb/Lgr6/Tnn","cGASKOvsWT"
"GO:0031012","GO:0031012","extracellular matrix",388,-0.380830026892259,-1.55041645618854,4.62791718502503e-05,0.00143867860317083,0.00120728274391957,2917,"tags=40%, list=19%, signal=33%","Vasn/Podnl1/Lgalsl/Mmp14/Nphs1/Lamb1/Mfge8/Muc1/Loxl2/Col8a1/Dlg1/Zan/Col1a2/Spock2/Plxdc2/Cpz/Plod3/Sparcl1/Spon1/Ccdc80/Igfbp7/Adamts6/Col23a1/Phospho1/Thbs2/Lman1/Adamts4/Agrn/Angptl6/Chadl/Adamts14/Fcgbpl1/Col1a1/Tsku/Hapln4/Plscr2/Adamts10/Col4a6/Bmper/Hmcn2/Il1rl1/Papln/Lrig1/Kazald1/Lingo3/Angptl7/P3h1/Col5a2/Col4a2/Mmp9/Col24a1/Sparc/Pxdn/Serpinh1/Angpt4/Col12a1/Col27a1/Col17a1/Postn/Itih2/Angptl3/Igf2/Fgfr2/Pcsk6/Pcolce2/Serpine2/Gpc4/Muc2/Wnt5b/Gpc1/Lama5/Vwa1/Gpc2/Vegfa/S100a3/Col6a6/Adam19/Col4a1/Tnc/Wnt2/Ltbp2/Eln/Angptl2/Timp3/Ccn1/Cspg4/Htra1/Tinagl1/Adamts12/Lrrc15/Mmp13/Angpt2/Lgals4/Loxl3/Col2a1/Efna5/Kng2/Wnt4/Thsd4/Rtbdn/Lrrc32/Ccn4/Fbln7/Itgb4/Col4a3/Egflam/Tnfrsf11b/Lrrn2/Megf6/Mmp17/Ache/Egfl7/Cthrc1/Npnt/Crispld2/Lamb3/Hmcn1/Muc6/Col10a1/Col11a2/Fibcd1/Gpc3/Mmrn1/Ccn2/Tgfb3/Col7a1/Tgfb2/Fras1/Emid1/Ntn1/Matn3/Smoc1/Mmp10/Col11a1/Col9a3/Mmp25/Serpine1/Bcan/Col4a4/Mmrn2/Col20a1/Clec14a/Lamc3/Ntn4/Frem2/Col8a2/Coch/Thbs4/Ptprz1/Acan/Wnt11/Sftpb/Lgr6/Tnn","cGASKOvsWT"
"GO:0005770","GO:0005770","late endosome",208,0.36395756461473,1.59542343129055,8.11324541500476e-05,0.00237861692969269,0.0019960421787631,2978,"tags=35%, list=20%, signal=28%","Ntrk1/Cxcr4/Apoe/Atp13a2/Marchf1/Lipc/Steap3/Lgmn/Ticam2/Grn/Ldlr/Cd68/Cln3/Siglec1/Ifitm2/Rab7b/Ctns/Slc31a2/Slc38a9/Pld3/Rnf13/Vps33a/Mfsd12/Wdr91/Wdr81/Rab31/Cst7/Vps18/Litaf/Trf/Myo5a/Sorl1/Ctss/Slc31a1/Psap/Zfyve26/Osbpl1a/Mtm1/Igf2r/Slc11a1/Rab7/Abca3/Lamp1/Sppl2a/Mvb12b/Ap5s1/Lamtor4/Lamtor1/Chmp1b/Lamtor2/Vamp8/Vti1a/Slc39a14/Pikfyve/Ankrd13a/Vps11/Lamp2/Vps39/Marchf8/Pip4p1/Vps33b/Pik3c3/Stard3/Irgm1/Snx16/Stx7/Lamtor3/Mr1/Tmem192/Rmc1/Vipas39/Rab14","cGASKOvsWT"
