"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Comparison"
"R-MMU-156827","R-MMU-156827","L13a-mediated translational silencing of Ceruloplasmin expression",103,-0.573419192828582,-2.01556146124621,1.69739765076754e-07,1.49500457748253e-05,1.31245039291393e-05,5794,"tags=95%, list=38%, signal=59%","Rpl37a/Rplp2/Eif4h/Uba52/Eif3h/Eif3k/Rpl36al/Rps9/Eif4e/Rpl10/Eif4b/Rps21/Eif3l/Rps11/Rplp0/Rps10/Rps20/Rpl35a/Rpl34/Eif2s3x/Rps4x/Rpl28/Rpl22l1/Rps7/Rplp1/Rps14/Eif3i/Rpl39/Rpl23/Eif3b/Rps15/Rpl35/Eif1ax/Rps24/Rps23/Rps13/Rps25/Rpl3/Rpl12/Eif3j1/Rpl22/Rpl32/Rps17/Rpl37/Eif3e/Eif4g1/Eif2s1/Rps18/Rpl23a/Rpl27a/Rps27l/Rpl13/Rpl26/Rps16/Rpl19/Rpl30/Eif3f/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Rpl27/Rpl7/Rpl31/Rpl38/Rps26/Eif3m/Rpl15/Eif3c/Rpl11/Rps2/Rpl36a/Eif3a/Rps8/Rps3a1/Rpl14/Rps15a/Rpl5/Rpsa/Pabpc1/Rpl4/Rps3/Rpl8/Rpl13a/Rps6/Rpl18/Rpl9/Rpl24/Rpl34-ps1/Rps27rt/Eif2s2/Rps6-ps4/Eif3d/Eif3g/Eif4a2/Rpl39l","cGASKOvsWT"
"R-MMU-927802","R-MMU-927802","Nonsense-Mediated Decay (NMD)",106,-0.560855703735527,-1.98177942619406,1.93191446394363e-07,1.49500457748253e-05,1.31245039291393e-05,5614,"tags=82%, list=37%, signal=52%","Rps11/Rplp0/Rbm8a/Upf3b/Rps10/Smg8/Rps20/Rpl35a/Rpl34/Rps4x/Rpl28/Upf1/Rpl22l1/Rps7/Rplp1/Rps14/Rpl39/Dcp1a/Rpl23/Rps15/Rpl35/Rps24/Rps23/Ncbp1/Rps13/Rps25/Rpl3/Rpl12/Rpl22/Rpl32/Rps17/Rpl37/Ppp2r2a/Eif4g1/Rps18/Rpl23a/Rpl27a/Rps27l/Rpl13/Rpl26/Rps16/Rpl19/Rpl30/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Rpl27/Etf1/Rpl7/Rpl31/Rpl38/Upf3a/Rps26/Gspt1/Rpl15/Rpl11/Rps2/Rpl36a/Rps8/Rps3a1/Rpl14/Rps15a/Rpl5/Rpsa/Pabpc1/Smg1/Rpl4/Rps3/Rnps1/Rpl8/Magoh/Rpl13a/Rps6/Smg7/Rpl18/Upf2/Rpl9/Rpl24/Rpl34-ps1/Rps27rt/Rps6-ps4/Magohb/Smg5/Rpl39l","cGASKOvsWT"
"R-MMU-975957","R-MMU-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",106,-0.560855703735527,-1.98177942619406,1.93191446394363e-07,1.49500457748253e-05,1.31245039291393e-05,5614,"tags=82%, list=37%, signal=52%","Rps11/Rplp0/Rbm8a/Upf3b/Rps10/Smg8/Rps20/Rpl35a/Rpl34/Rps4x/Rpl28/Upf1/Rpl22l1/Rps7/Rplp1/Rps14/Rpl39/Dcp1a/Rpl23/Rps15/Rpl35/Rps24/Rps23/Ncbp1/Rps13/Rps25/Rpl3/Rpl12/Rpl22/Rpl32/Rps17/Rpl37/Ppp2r2a/Eif4g1/Rps18/Rpl23a/Rpl27a/Rps27l/Rpl13/Rpl26/Rps16/Rpl19/Rpl30/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Rpl27/Etf1/Rpl7/Rpl31/Rpl38/Upf3a/Rps26/Gspt1/Rpl15/Rpl11/Rps2/Rpl36a/Rps8/Rps3a1/Rpl14/Rps15a/Rpl5/Rpsa/Pabpc1/Smg1/Rpl4/Rps3/Rnps1/Rpl8/Magoh/Rpl13a/Rps6/Smg7/Rpl18/Upf2/Rpl9/Rpl24/Rpl34-ps1/Rps27rt/Rps6-ps4/Magohb/Smg5/Rpl39l","cGASKOvsWT"
"R-MMU-72706","R-MMU-72706","GTP hydrolysis and joining of the 60S ribosomal subunit",104,-0.572027352280494,-2.01180138708357,2.09854764791389e-07,1.50795638128669e-05,1.32382065909756e-05,5794,"tags=94%, list=38%, signal=59%","Rpl37a/Rplp2/Eif4h/Uba52/Eif3h/Eif3k/Rpl36al/Rps9/Eif4e/Rpl10/Eif4b/Rps21/Eif3l/Rps11/Rplp0/Rps10/Rps20/Rpl35a/Rpl34/Eif2s3x/Rps4x/Rpl28/Rpl22l1/Rps7/Rplp1/Rps14/Eif3i/Rpl39/Rpl23/Eif3b/Rps15/Rpl35/Eif1ax/Rps24/Rps23/Rps13/Rps25/Rpl3/Rpl12/Eif3j1/Rpl22/Rpl32/Rps17/Rpl37/Eif3e/Eif4g1/Eif2s1/Rps18/Rpl23a/Rpl27a/Rps27l/Rpl13/Rpl26/Rps16/Rpl19/Rpl30/Eif3f/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Rpl27/Rpl7/Rpl31/Rpl38/Rps26/Eif3m/Rpl15/Eif3c/Rpl11/Rps2/Rpl36a/Eif3a/Rps8/Rps3a1/Rpl14/Rps15a/Rpl5/Eif5/Rpsa/Rpl4/Rps3/Rpl8/Rpl13a/Rps6/Rpl18/Rpl9/Rpl24/Rpl34-ps1/Rps27rt/Eif2s2/Rps6-ps4/Eif3d/Eif3g/Eif4a2/Rpl39l","cGASKOvsWT"
"R-MMU-8936459","R-MMU-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",79,0.563437251063142,2.16048751721992,2.88674237303809e-07,1.93604188485088e-05,1.69963287787997e-05,4370,"tags=66%, list=29%, signal=47%","H2bc21/H3c15/H4c11/H2ac10/H2bc27/H3f3a/H2bc1/H2ac19/H3c13/H2ac15/H2bc23/H3c2/H2ac23/H4c12/H2ac4/H3c14/H2bc15/H2az2/H3c1/H3c10/H4c6/H3c3/H4c1/H4c8/H3c6/H2ac20/H3f3b/H2ac11/H2bc24/H2ac8/H2bc11/H2bc9/H4c2/H4c14/H2bc13/H2ac22/H2bc8/H2ac7/H2aj/H2bc7/Rbbp5/H3c8/H3c11/H4c16/Kmt2e/Cbfb/Kat2b/H2ac24/H2ac18/H3c4/H2bc6/Ep300","cGASKOvsWT"
"R-MMU-72689","R-MMU-72689","Formation of a pool of free 40S subunits",93,-0.579857337598332,-2.01816990324811,3.46220321097306e-07,2.17686026889931e-05,1.91104506184631e-05,5794,"tags=88%, list=38%, signal=55%","Rpl10/Rps21/Eif3l/Rps11/Rplp0/Rps10/Rps20/Rpl35a/Rpl34/Rps4x/Rpl28/Rpl22l1/Rps7/Rplp1/Rps14/Eif3i/Rpl39/Rpl23/Eif3b/Rps15/Rpl35/Eif1ax/Rps24/Rps23/Rps13/Rps25/Rpl3/Rpl12/Eif3j1/Rpl22/Rpl32/Rps17/Rpl37/Eif3e/Rps18/Rpl23a/Rpl27a/Rps27l/Rpl13/Rpl26/Rps16/Rpl19/Rpl30/Eif3f/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Rpl27/Rpl7/Rpl31/Rpl38/Rps26/Eif3m/Rpl15/Eif3c/Rpl11/Rps2/Rpl36a/Eif3a/Rps8/Rps3a1/Rpl14/Rps15a/Rpl5/Rpsa/Rpl4/Rps3/Rpl8/Rpl13a/Rps6/Rpl18/Rpl9/Rpl24/Rpl34-ps1/Rps27rt/Rps6-ps4/Eif3d/Eif3g/Rpl39l","cGASKOvsWT"
"R-MMU-72766","R-MMU-72766","Translation",216,-0.472656658899408,-1.81862894224767,3.72759597338828e-07,2.20585973484036e-05,1.93650341899243e-05,6188,"tags=69%, list=41%, signal=41%","Eif3h/Mrps26/Mrps34/Eif3k/Rpl36al/Gspt2/Rps9/Mrps28/Eif4e/Mrps2/Mrpl13/Mrpl37/Mrps35/Mrpl39/Mrpl45/Rpl10/Eif4b/Rps21/Eif3l/Eif2b4/Rps11/Rplp0/Rps10/Eef2/Rps20/Rpl35a/Rpl34/Mrpl22/Eif2s3x/Rps4x/Srp9/Rpl28/Rpl22l1/Rps7/Rplp1/Rps14/Mrpl52/Eif3i/Rpl39/Rpl23/Mrpl2/Eif3b/Rps15/Rpl35/Mrpl58/Eif1ax/Rps24/Eef1a1/Rps23/Rps13/Mrpl35/Rps25/Mrps15/Rpl3/Rpl12/Mrpl17/Eif3j1/Rpl22/Rpl32/Rps17/Rpl37/Eif3e/Eif4g1/Eif2s1/Rps18/Rpl23a/Srp54a/Rpl27a/Rps27l/Mrpl21/Srp72/Rpl13/Mrpl11/Mrpl12/Rpl26/Eif2b2/Rps16/Oxa1l/Dap3/Rpl19/Rpl30/Mrpl9/Eif3f/Eif2b5/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Mrps31/Rpl27/Etf1/Rpl7/Rpl31/Rpl38/Rps26/Eif3m/Gspt1/Rpl15/Eif3c/Chchd1/Eef1b2/Rpl11/Rps2/Mrps5/Mrps22/Rpl36a/Mrps30/Ptcd3/Eif3a/Rps8/Rps3a1/Mrps6/Rpl14/Rps15a/Rpl5/Eif5/Rpsa/Pabpc1/Eif4ebp1/Rpl4/Rps3/Rpl8/Eif2b1/Rpl13a/Mrpl30/Rps6/Rpl18/Eef1d/Mrpl15/Rpl9/Rpl24/Rpl34-ps1/Mrps18b/Mrpl38/Rps27rt/Srp68/Eif2s2/Rps6-ps4/Mrpl53/Eif3d/Eif3g/Srp54b/Eef1g/Eif2b3/Eif4a2/Ppa1/Rpl39l","cGASKOvsWT"
"R-MMU-2871809","R-MMU-2871809","FCERI mediated Ca+2 mobilization",22,0.782049626908313,2.29293969856023,1.07685221193198e-06,5.92163800728632e-05,5.1985500555752e-05,1227,"tags=55%, list=8%, signal=50%","Nfatc2/Plcg2/Vav3/Tec/Btk/Syk/Lyn/Txk/Vav1/Fcer1g/Lcp2/Grb2","cGASKOvsWT"
"R-MMU-1799339","R-MMU-1799339","SRP-dependent cotranslational protein targeting to membrane",84,-0.586724563150344,-2.00957823852255,1.11840081648549e-06,5.92163800728632e-05,5.1985500555752e-05,5794,"tags=89%, list=38%, signal=56%","Rpl10/Rps21/Rps11/Rplp0/Rps10/Rps20/Rpl35a/Rpl34/Rps4x/Srp9/Rpl28/Rpl22l1/Rps7/Rplp1/Rps14/Rpl39/Rpl23/Rps15/Rpl35/Rps24/Rps23/Rps13/Rps25/Rpl3/Rpl12/Rpl22/Rpl32/Rps17/Rpl37/Rps18/Rpl23a/Srp54a/Rpl27a/Rps27l/Srp72/Rpl13/Rpl26/Rps16/Rpl19/Rpl30/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Rpl27/Rpl7/Rpl31/Rpl38/Rps26/Rpl15/Rpl11/Rps2/Rpl36a/Rps8/Rps3a1/Rpl14/Rps15a/Rpl5/Rpsa/Rpl4/Rps3/Rpl8/Rpl13a/Rps6/Rpl18/Rpl9/Rpl24/Rpl34-ps1/Rps27rt/Srp68/Rps6-ps4/Srp54b/Rpl39l","cGASKOvsWT"
"R-MMU-975956","R-MMU-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",86,-0.571560593159827,-1.96857027128354,2.04035559252964e-06,9.83933133162921e-05,8.63785600840945e-05,5794,"tags=88%, list=38%, signal=55%","Rpl10/Rps21/Rps11/Rplp0/Rps10/Rps20/Rpl35a/Rpl34/Rps4x/Rpl28/Upf1/Rpl22l1/Rps7/Rplp1/Rps14/Rpl39/Rpl23/Rps15/Rpl35/Rps24/Rps23/Ncbp1/Rps13/Rps25/Rpl3/Rpl12/Rpl22/Rpl32/Rps17/Rpl37/Eif4g1/Rps18/Rpl23a/Rpl27a/Rps27l/Rpl13/Rpl26/Rps16/Rpl19/Rpl30/Rps5/Rpl29/Rpl6/Rps19/Rps27/Rpl18a/Rpl27/Etf1/Rpl7/Rpl31/Rpl38/Rps26/Gspt1/Rpl15/Rpl11/Rps2/Rpl36a/Rps8/Rps3a1/Rpl14/Rps15a/Rpl5/Rpsa/Pabpc1/Rpl4/Rps3/Rpl8/Rpl13a/Rps6/Rpl18/Rpl9/Rpl24/Rpl34-ps1/Rps27rt/Rps6-ps4/Rpl39l","cGASKOvsWT"
